,Unnamed: 0,idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family,rxn_smiles,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
713,713,716,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[C:2]1([H:7])([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[O:5]1.[O:1]([H:6])[H:13],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",InChI=1S/C3H6O.H2O/c1-2-4-3-1;/h1-3H2;1H2,78.45057,22.0042,,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[C:2]1([H:7])([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[O:5]1.[O:1]([H:6])[H:13],[O:1]([C:4]([C:3]([C:2]([O:5][H:13])([H:6])[H:12])([H:9])[H:11])([H:7])[H:8])[H:10]>>[C:2]1([H:7])([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[O:5]1.[O:1]([H:6])[H:13],[CH2:1]([CH2:2][OH:5])[CH2:4][OH:3]>>[CH2:1]1[CH2:2][O:3][CH2:4]1.[OH2:5],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[C]1([H])([H])[C]([H])([H])[C]([H])([H])[O]1.[O]([H])[H]
714,714,717,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:7])[H:8])[H:6].[O:5]([H:9])[H:13],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","InChI=1S/C3H6O.H2O/c1-2-3-4;/h2,4H,1,3H2;1H2",66.72497,11.34356,"1,3_Insertion_ROR",[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:7])[H:8])[H:6].[O:5]([H:9])[H:13],[O:1]([C:3]([C:4]([C:2]([O:5][H:8])([H:7])[H:13])([H:9])[H:12])([H:10])[H:11])[H:6]>>[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:7])[H:8])[H:6].[O:5]([H:9])[H:13],[CH2:1]([CH2:2][CH2:3][OH:4])[OH:5]>>[CH2:1]=[CH:2][CH2:3][OH:4].[OH2:5],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[O]([C]([C](=[C]([H])[H])[H])([H])[H])[H].[O]([H])[H]
715,715,718,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[C:4]([O:5][H:13])[H:11].[O:1]([C:2]([C:3]([H:9])([H:10])[H:12])([H:7])[H:8])[H:6],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","InChI=1S/C2H6O.CH2O/c1-2-3;1-2/h3H,2H2,1H3;1-2H",85.15454,72.35014,,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[C:4]([O:5][H:13])[H:11].[O:1]([C:2]([C:3]([H:9])([H:10])[H:12])([H:7])[H:8])[H:6],[O:1]([C:2]([C:4]([C:3]([O:5][H:13])([H:6])[H:11])([H:8])[H:9])([H:7])[H:10])[H:12]>>[C:4]([O:5][H:13])[H:11].[O:1]([C:2]([C:3]([H:9])([H:10])[H:12])([H:7])[H:8])[H:6],[CH2:1]([CH2:2][OH:3])[CH2:4][OH:5]>>[CH3:1][CH2:2][OH:3].[CH:4][OH:5],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[C]([O][H])[H].[O]([C]([C]([H])([H])[H])([H])[H])[H]
716,716,719,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([c:2]1[o:3][c:6]([H:12])[c:5]([H:11])[c:4]1[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",57.7517,-28.44338,,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([c:2]1[o:3][c:6]([H:12])[c:5]([H:11])[c:4]1[H:10])([H:7])([H:8])[H:9],[C:1]([C:5]([C:4]([C:2]([H:8])([H:10])[H:12])=[O:3])([H:7])[H:11])#[C:6][H:9]>>[C:1]([c:2]1[o:3][c:6]([H:12])[c:5]([H:11])[c:4]1[H:10])([H:7])([H:8])[H:9],[CH3:1][C:2]([CH2:3][C:4]#[CH:5])=[O:6]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][o:6]1,[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C]([c]1[o][c]([H])[c]([H])[c]1[H])([H])([H])[H]
717,717,720,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]1=[O+:3][C-:5]=[C:6]([H:12])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2H,3H2,1H3",58.71238,42.47895,,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[O+:3][C-:5]=[C:6]([H:12])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:5]([C:6]#[C:4][H:10])([H:8])[H:12])([H:7])([H:9])[H:11]>>[C:1]([C:2]1=[O+:3][C-:5]=[C:6]([H:12])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],[CH3:1][C:2](=[O:3])[CH2:6][C:5]#[CH:4]>>[CH3:1][C:2]1=[O+:3][C-:4]=[CH:5][CH2:6]1,[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C]([C]1=[O+][C-]=[C]([H])[C]1([H])[H])([H])([H])[H]
718,718,721,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-3-4-5(2)6/h1,4,6H,2H3/b5-4+",59.46289,5.83385,ketoenol,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([H:7])([H:8])[H:10])(=[O:3])[C:6]([C:4]#[C:5][H:12])([H:9])[H:11]>>[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[CH:1]#[C:2][CH2:3][C:4]([CH3:5])=[O:6]>>[CH:1]#[C:2]/[CH:3]=[C:4](\[CH3:5])[OH:6],[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C](/[C]([O][H])=[C](\[C]#[C][H])[H])([H])([H])[H]
719,719,722,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:6]([H:12])[C:5](=[O:3])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-4-2-5(6)3-4/h2H,3H2,1H3",111.56597,-11.34815,,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C:6]([H:12])[C:5](=[O:3])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]#[C:5][H:8])([C:4](=[O:3])[C:6]([H:9])([H:10])[H:12])([H:7])[H:11]>>[C:1]([C:2]1=[C:6]([H:12])[C:5](=[O:3])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],[CH3:1][C:4](=[O:5])[CH2:6][C:2]#[CH:3]>>[CH3:1][C:2]1=[CH:3][C:4](=[O:5])[CH2:6]1,[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C]([C]1=[C]([H])[C](=[O])[C]1([H])[H])([H])([H])[H]
720,720,723,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([O:3][H:12])[C:4]([H:10])([H:11])[C:5]1=[C:6])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-4-3-5(4,2)6/h6H,3H2,2H3/t5-/m1/s1",80.97531,63.79808,,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([O:3][H:12])[C:4]([H:10])([H:11])[C:5]1=[C:6])([H:7])([H:8])[H:9],[C:1]([C:4](=[O:3])[C:5]([H:7])([H:8])[H:11])([C:6]#[C:2][H:10])([H:9])[H:12]>>[C:1]([C@@:2]1([O:3][H:12])[C:4]([H:10])([H:11])[C:5]1=[C:6])([H:7])([H:8])[H:9],[CH:1]#[C:2][CH2:3][C:4]([CH3:5])=[O:6]>>[C:1]=[C:2]1[CH2:3][C@@:4]1([CH3:5])[OH:6],[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C]([C@@]1([O][H])[C]([H])([H])[C]1=[C])([H])([H])[H]
721,721,724,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]=[O:3])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:7])[H:12])([H:10])[H:11],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3",InChI=1S/C3H4.C2H2O/c1-3-2;1-2-3/h1-2H2;1H2,65.34601,24.06422,Retroene,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]=[O:3])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:7])[H:12])([H:10])[H:11],[C:1](#[C:2][H:12])[C:4]([C:5](=[O:3])[C:6]([H:7])([H:9])[H:10])([H:8])[H:11]>>[C:1](=[C:2]=[O:3])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:7])[H:12])([H:10])[H:11],[CH:1]#[C:2][CH2:3][C:5]([CH3:4])=[O:6]>>[CH2:1]=[C:2]=[CH2:3].[CH2:4]=[C:5]=[O:6],[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C](=[C]=[O])([H])[H].[C](=[C]=[C]([H])[H])([H])[H]
722,722,725,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:6](=[C:5]=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-3-4-5(2)6/h4H,1H2,2H3",59.98194,-2.3815,,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[C:6](=[C:5]=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],[C:1]([C:4](=[O:3])[C:5]([C:6]#[C:2][H:7])([H:9])[H:11])([H:8])([H:10])[H:12]>>[C:1]([C:2](=[O:3])[C:6](=[C:5]=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],[CH:1]#[C:2][CH2:3][C:4]([CH3:5])=[O:6]>>[CH2:1]=[C:2]=[CH:3][C:4]([CH3:5])=[O:6],[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C]([C](=[O])[C](=[C]=[C]([H])[H])[H])([H])([H])[H]
723,723,726,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:7])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:8])[H:9],"InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3","InChI=1S/C5H6O/c1-3-4-5(2)6/h1,6H,2,4H2",66.77998,11.33333,ketoenol,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([O:3][H:7])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:4]([H:8])([H:9])[H:11])([C:5]#[C:6][H:12])([H:7])[H:10]>>[C:1](=[C:2]([O:3][H:7])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:8])[H:9],[CH:1]#[C:2][CH2:3][C:4]([CH3:5])=[O:6]>>[CH:1]#[C:2][CH2:3][C:4](=[CH2:5])[OH:6],[C]([C](=[O])[C]([C]#[C][H])([H])[H])([H])([H])[H]>>[C](=[C]([O][H])[C]([C]#[C][H])([H])[H])([H])[H]
724,724,727,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[H:6][H:9].[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:7],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C4H6O.H2/c5-3-4-1-2-4;/h3-4H,1-2H2;1H",103.98368,14.8275,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[H:6][H:9].[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:7],[O:1]([C:5]([C:4]1([H:6])[C:2]([H:11])([H:13])[C:3]1([H:7])[H:10])([H:8])[H:9])[H:12]>>[H:6][H:9].[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:7],[OH:1][CH2:2][CH:3]1[CH2:4][CH2:5]1>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5]1.[H:6][H:7],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[H][H].[O]=[C]([C]1([H])[C]([H])([H])[C]1([H])[H])[H]
725,725,728,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[C:2](=[C:3]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8].[O:1]([H:6])[H:9],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2",InChI=1S/C4H6.H2O/c1-4-2-3-4;/h1-3H2;1H2,75.72024,19.28543,"1,3_Insertion_ROR",[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:2](=[C:3]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8].[O:1]([H:6])[H:9],[O:1]([C:5]([C:3]1([H:8])[C:2]([H:10])([H:13])[C:4]1([H:7])[H:9])([H:6])[H:11])[H:12]>>[C:2](=[C:3]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8].[O:1]([H:6])[H:9],[CH2:1]([CH:2]1[CH2:3][CH2:4]1)[OH:5]>>[CH2:1]=[C:2]1[CH2:3][CH2:4]1.[OH2:5],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[C](=[C]1[C]([H])([H])[C]1([H])[H])([H])[H].[O]([H])[H]
726,726,729,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[C:4](=[C:5]([H:12])[H:13])([H:10])[H:11].[O:1]([C:2](=[C:3]([H:7])[H:9])[H:8])[H:6],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C2H4O.C2H4/c1-2-3;1-2/h2-3H,1H2;1-2H2",87.97753,13.07072,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:4](=[C:5]([H:12])[H:13])([H:10])[H:11].[O:1]([C:2](=[C:3]([H:7])[H:9])[H:8])[H:6],[O:1]([C:4]([C:5]1([H:9])[C:2]([H:8])([H:11])[C:3]1([H:10])[H:13])([H:6])[H:7])[H:12]>>[C:4](=[C:5]([H:12])[H:13])([H:10])[H:11].[O:1]([C:2](=[C:3]([H:7])[H:9])[H:8])[H:6],[CH2:1]1[CH2:2][CH:3]1[CH2:4][OH:5]>>[CH2:1]=[CH2:2].[CH2:3]=[CH:4][OH:5],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[C](=[C]([H])[H])([H])[H].[O]([C](=[C]([H])[H])[H])[H]
727,727,730,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[O:1]1[C:2]([H:7])([H:8])[C@@:3]1([C:4]([C:5]([H:6])([H:12])[H:13])([H:10])[H:11])[H:9],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3/t4-/m0/s1",71.94029,2.9039,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[O:1]1[C:2]([H:7])([H:8])[C@@:3]1([C:4]([C:5]([H:6])([H:12])[H:13])([H:10])[H:11])[H:9],[O:1]([C:3]([C:4]1([H:12])[C:2]([H:10])([H:11])[C:5]1([H:7])[H:8])([H:6])[H:13])[H:9]>>[O:1]1[C:2]([H:7])([H:8])[C@@:3]1([C:4]([C:5]([H:6])([H:12])[H:13])([H:10])[H:11])[H:9],[CH2:1]1[CH2:2][CH:3]1[CH2:4][OH:5]>>[CH3:1][CH2:2][C@H:3]1[CH2:4][O:5]1,[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[O]1[C]([H])([H])[C@@]1([C]([C]([H])([H])[H])([H])[H])[H]
728,728,731,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[O:1]([C:4]([C:5]([C:3](=[C:2]([H:7])[H:8])[H:9])([H:12])[H:13])([H:10])[H:11])[H:6],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",76.36961,-5.20642,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[O:1]([C:4]([C:5]([C:3](=[C:2]([H:7])[H:8])[H:9])([H:12])[H:13])([H:10])[H:11])[H:6],[O:1]([C:5]([C:2]1([H:10])[C:3]([H:8])([H:13])[C:4]1([H:7])[H:11])([H:6])[H:9])[H:12]>>[O:1]([C:4]([C:5]([C:3](=[C:2]([H:7])[H:8])[H:9])([H:12])[H:13])([H:10])[H:11])[H:6],[CH2:1]1[CH2:2][CH:3]1[CH2:4][OH:5]>>[CH2:1]=[CH:2][CH2:3][CH2:4][OH:5],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[O]([C]([C]([C](=[C]([H])[H])[H])([H])[H])([H])[H])[H]
729,729,732,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[C:2]([H:7])[H:8].[O:1]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:6],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C3H6O.CH2/c4-3-1-2-3;/h3-4H,1-2H2;1H2",130.77844,110.17793,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:2]([H:7])[H:8].[O:1]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:6],[O:1]([C:3]([C:5]1([H:11])[C:2]([H:10])([H:12])[C:4]1([H:9])[H:13])([H:6])[H:7])[H:8]>>[C:2]([H:7])[H:8].[O:1]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:6],[OH:1][CH2:5][CH:2]1[CH2:3][CH2:4]1>>[OH:1][CH:2]1[CH2:3][CH2:4]1.[CH2:5],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[C]([H])[H].[O]([C]1([H])[C]([H])([H])[C]1([H])[H])[H]
730,730,733,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6],[C:3]1([H:9])=[C:5]([H:13])[C:4]1([H:10])[H:11].[H:6][H:12].[O:1]=[C:2]([H:7])[H:8],"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2","InChI=1S/C3H4.CH2O.H2/c1-2-3-1;1-2;/h1-2H,3H2;1H2;1H",99.91744,71.74382,,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:3]1([H:9])=[C:5]([H:13])[C:4]1([H:10])[H:11].[H:6][H:12].[O:1]=[C:2]([H:7])[H:8],[O:1]([C:5]([C:3]1([H:6])[C:2]([H:12])([H:13])[C:4]1([H:8])[H:11])([H:7])[H:9])[H:10]>>[C:3]1([H:9])=[C:5]([H:13])[C:4]1([H:10])[H:11].[H:6][H:12].[O:1]=[C:2]([H:7])[H:8],[CH:1]1([CH2:4][OH:5])[CH2:2][CH2:3]1>>[CH:1]1=[CH:2][CH2:3]1.[CH2:4]=[O:5].[H:6][H:7],[O]([C]([C]1([H])[C]([H])([H])[C]1([H])[H])([H])[H])[H]>>[C]1([H])=[C]([H])[C]1([H])[H].[H][H].[O]=[C]([H])[H]
731,731,734,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[O:5]([C:6]([H:16])([H:17])[H:18])[H:12],"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3","InChI=1S/C4H8.CH4O/c1-3-4-2;1-2/h3H,1,4H2,2H3;2H,1H3",67.69927,14.25212,"1,3_Insertion_ROR",[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[O:5]([C:6]([H:16])([H:17])[H:18])[H:12],[C:1]([C:2]([H:7])([H:8])[H:9])([C:3]([C:4]([O:5][C:6]([H:10])([H:12])[H:18])([H:16])[H:17])([H:11])[H:15])([H:13])[H:14]>>[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[O:5]([C:6]([H:16])([H:17])[H:18])[H:12],[CH2:1]([CH2:2][CH2:3][CH3:4])[O:6][CH3:5]>>[CH2:1]=[CH:2][CH2:3][CH3:4].[CH3:5][OH:6],[C]([C]([C]([C]([O][C]([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]>>[C]([C]([C](=[C]([H])[H])[H])([H])[H])([H])([H])[H].[O]([C]([H])([H])[H])[H]
732,732,735,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](=[C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:13])([H:10])[H:11],"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3","InChI=1S/C4H8O.CH4/c1-3-4-5-2;/h3H,1,4H2,2H3;1H4",111.24902,19.09286,,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](=[C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:13])([H:10])[H:11],[C:1]([C:4]([O:5][C:2]([H:7])([H:12])[H:15])([H:13])[H:18])([C:6]([C:3]([H:8])([H:9])[H:17])([H:11])[H:14])([H:10])[H:16]>>[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](=[C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:13])([H:10])[H:11],[CH3:1][CH2:2][CH2:3][CH2:6][O:5][CH3:4]>>[CH4:1].[CH2:2]=[CH:3][CH2:4][O:5][CH3:6],[C]([C]([C]([C]([O][C]([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]>>[C]([H])([H])([H])[H].[C](=[C]([C]([O][C]([H])([H])[H])([H])[H])[H])([H])[H]
